DATAFLOW,REF_AREA,MEASURE,SEX,OBS_VALUE,DECIMALS,OBS_STATUS,UNIT_MEASURE,UNIT_MULT
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),BGR,OTH,M,4.48473063780057,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,UPW,F,234,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,PAW,M,390,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,PAW,F,291,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,OTH,_T,14.9895905621096,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,LEI,_T,227.841776544067,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,PCA,_T,693.51839000694,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,UPW,_T,163.886190145732,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,PAW,_T,339.764052741152,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,OTH,M,15,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,OTH,F,12,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,LEI,M,248,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,LEI,F,211,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,PCA,M,696,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,PCA,F,692,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,PCA,M,661.179109311104,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,UPW,M,148.972486567497,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,PAW,M,344.435708427429,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,OTH,_T,10.2766464471817,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,LEI,_T,250.568820726872,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,PCA,_T,654.783580982685,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,UPW,_T,202.91339161396,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,PAW,_T,321.457530925274,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,OTH,F,10.7470189332962,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,LEI,F,225.084761023521,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,PCA,F,648.336516022682,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,UPW,F,257.727575540543,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,PAW,F,298.104226112366,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,OTH,M,9.80348113775253,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,PCA,M,702.771927389694,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,UPW,M,51.767242334305,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,PAW,M,390.571087302003,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,OTH,_T,12.3884028738259,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,LEI,_T,253.996122734101,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,PCA,_T,687.489914767049,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,UPW,_T,191.146144119023,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,PAW,_T,294.979415506001,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,OTH,F,12.5521578206643,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,LEI,F,220.948493663259,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,PCA,F,669.860366882752,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,UPW,F,351.935306392856,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,PAW,F,184.703675240469,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,OTH,M,12.2464494564219,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,LEI,M,334.19432,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,PCA,M,695.37227,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,UPW,M,102.9391411,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,PAW,M,294.16317,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,OTH,_T,16.1621313,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,LEI,_T,305.898196,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,PCA,_T,695.07884,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,UPW,_T,182.2847917,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,PAW,_T,240.57606,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,OTH,F,18.6988008,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,LEI,F,281.849864,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,PCA,F,694.82946,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,UPW,F,249.5884149,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,OTH,M,13.1774,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),AUS,OTH,F,22,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),AUT,OTH,_T,11.85609,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),BEL,OTH,_T,9.22128002575055,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CAN,OTH,_T,30.5236915826797,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),DNK,UPW,_T,216.627341391084,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),EST,PAW,_T,293.061746082749,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),FIN,OTH,M,42.4529036311851,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),FRA,OTH,M,7.84227541389787,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),DEU,OTH,M,4.32273861989034,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),GRC,OTH,_T,6,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HUN,PAW,_T,237.614003431622,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IRL,OTH,_T,41.172009,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ITA,UPW,_T,219.038745437563,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),JPN,OTH,_T,37,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),KOR,LEI,_T,258.260203841049,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),LVA,OTH,M,3.26037973824294,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),LTU,OTH,M,7.60514093031033,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),LUX,OTH,M,13.0250157010083,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),MEX,OTH,_T,26.1631209501891,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),NLD,LEI,_T,314.763994846005,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),NZL,OTH,_T,17,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),NOR,LEI,_T,353.967756063685,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),POL,OTH,M,31.9113578796387,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),PRT,PCA,_T,675.692307692308,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),SVN,OTH,M,5.01392757660167,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ESP,OTH,_T,13.424608,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),SWE,OTH,M,7,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),TUR,PCA,M,679.09766,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),GBR,UPW,_T,194.527885058573,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),USA,OTH,_T,20.7677211761475,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),BGR,LEI,M,271.274916466791,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),CHN,UPW,M,91,0,D,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),HRV,LEI,M,275.609206831455,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),IND,LEI,M,282.643293517576,0,A,MN_D,0
OECD.WISE.INE:DSD_TIME_USE@DF_TIME_USE(1.0),ZAF,PAW,F,195.03345,0,A,MN_D,0
